iter	Logloss
0	0.6546297114
1	0.6229892163
2	0.5912507186
3	0.5649985888
4	0.53708271
5	0.5062363212
6	0.4875775709
7	0.4631615172
8	0.4418178261
9	0.4185781492
10	0.3983330043
11	0.3808485532
12	0.3678430436
13	0.3486586334
14	0.3336336176
15	0.3198448885
16	0.3083710799
17	0.2953157898
18	0.2831697937
19	0.2729079226
20	0.262631507
21	0.2508758112
22	0.2409774672
23	0.2327325699
24	0.2224885981
25	0.2151754609
26	0.2068889645
27	0.1990935197
28	0.1926597866
29	0.1856484488
30	0.1780492904
31	0.1720484199
32	0.1658777981
33	0.1610650245
34	0.1561261657
35	0.1506775876
36	0.1463465048
37	0.1422908918
38	0.1382591302
39	0.1346870152
40	0.1308665282
41	0.1268125061
42	0.1229813812
43	0.1193337948
44	0.1161745112
45	0.1140317876
46	0.1120426367
47	0.1097217425
48	0.1065551974
49	0.1041571759
50	0.1022521756
51	0.1002589882
52	0.09819110843
53	0.09633978445
54	0.09413688064
55	0.09277127313
56	0.09139575282
57	0.08935494389
58	0.08755179331
59	0.08593485406
60	0.08438524287
61	0.08318497678
62	0.08173390923
63	0.08043691216
64	0.07935840255
65	0.07848040533
66	0.07778693666
67	0.07658444668
68	0.07514427672
69	0.07432417633
70	0.07350743071
71	0.0726565963
72	0.0716637794
73	0.07081468731
74	0.07010883304
75	0.06927819759
76	0.06848107737
77	0.06786019616
78	0.0671978078
79	0.0664308805
80	0.06559228018
81	0.06500653206
82	0.06444274686
83	0.06392459193
84	0.06330871582
85	0.06258316581
86	0.0621059553
87	0.06167521375
88	0.06093838739
89	0.06024483755
90	0.05962093705
91	0.05924658268
92	0.05891000193
93	0.05853569085
94	0.05808788327
95	0.05756701747
96	0.05718605637
97	0.05675846397
98	0.05637804397
99	0.05600965784
100	0.05556009712
101	0.05527724138
102	0.05504983672
103	0.05469555145
104	0.05430052196
105	0.05398122368
106	0.05370804807
107	0.05335317842
108	0.05305613525
109	0.05287182314
110	0.05254304494
111	0.0522382371
112	0.0519708187
113	0.05179146841
114	0.05139263505
115	0.05113977743
116	0.05091071704
117	0.05066577019
118	0.05029542531
119	0.04992394414
120	0.04958524231
121	0.04932324024
122	0.04912220299
123	0.04885803114
124	0.04853248326
125	0.04834247887
126	0.04807508753
127	0.04778471061
128	0.04750817482
129	0.04730641791
130	0.04710962823
131	0.04692695022
132	0.04679297589
133	0.04654202833
134	0.04640328157
135	0.04621500867
136	0.04603348861
137	0.04584257518
138	0.04569215166
139	0.0455563809
140	0.04538362652
141	0.04508459754
142	0.04486655918
143	0.04465028479
144	0.04443697557
145	0.04425384846
146	0.04413337708
147	0.04399733307
148	0.04379915819
149	0.04368018022
150	0.04355744166
151	0.04341360593
152	0.04325402984
153	0.04318323068
154	0.04301851421
155	0.0428899021
156	0.04280652526
157	0.04267438794
158	0.04245133907
159	0.04225873474
160	0.04212774182
