iter	Passed	Remaining
233	540	1769
234	542	1765
235	544	1761
236	546	1757
237	547	1754
238	550	1751
239	552	1748
240	554	1744
241	556	1742
242	558	1739
243	560	1736
244	562	1733
245	564	1729
246	566	1726
247	568	1722
248	570	1719
249	571	1715
250	574	1712
251	576	1710
252	578	1707
253	580	1704
254	582	1701
255	584	1698
256	586	1695
257	588	1692
258	590	1690
259	592	1687
260	594	1684
261	596	1681
262	598	1678
263	600	1675
264	603	1673
265	605	1670
266	607	1667
267	609	1664
268	611	1661
269	613	1658
270	615	1654
271	617	1651
272	619	1648
273	621	1645
274	623	1642
275	625	1639
276	626	1636
277	629	1633
278	630	1630
279	632	1627
280	634	1623
281	636	1620
282	638	1616
283	639	1613
284	641	1610
285	643	1607
286	645	1603
287	647	1600
288	649	1597
289	650	1593
290	652	1590
291	654	1586
292	656	1583
293	657	1579
294	659	1577
295	662	1574
296	664	1571
297	666	1568
298	667	1566
299	669	1562
300	671	1559
301	673	1556
302	675	1553
303	677	1550
304	679	1547
305	680	1544
306	682	1541
307	684	1538
308	686	1535
309	688	1532
310	690	1530
311	692	1527
312	694	1524
313	696	1521
314	698	1518
315	700	1515
316	702	1513
317	704	1510
318	706	1507
319	708	1504
320	709	1501
321	711	1498
322	713	1495
323	715	1493
324	717	1490
325	719	1487
326	721	1485
327	723	1482
328	725	1479
329	727	1476
330	729	1473
331	731	1471
332	733	1468
333	735	1466
334	737	1463
335	739	1460
336	741	1458
337	743	1455
338	745	1453
339	747	1450
340	749	1448
341	751	1445
342	753	1442
343	755	1440
344	757	1438
345	759	1435
346	761	1433
347	763	1430
348	765	1427
349	767	1424
350	769	1421
351	770	1419
352	772	1416
353	774	1413
354	776	1411
355	778	1408
356	780	1406
357	782	1403
358	784	1401
359	786	1398
360	788	1395
361	790	1393
362	792	1390
363	794	1388
364	796	1385
365	798	1382
366	800	1380
367	802	1377
368	803	1374
369	805	1372
370	807	1369
371	809	1366
372	811	1364
373	813	1361
374	815	1358
375	817	1356
376	819	1354
377	821	1351
378	823	1349
379	825	1346
380	827	1343
381	828	1341
382	830	1338
383	832	1335
384	834	1332
385	836	1330
386	838	1327
387	839	1324
388	842	1322
389	843	1319
390	845	1317
391	847	1314
392	849	1311
393	851	1308
394	852	1306
395	855	1304
396	857	1302
397	859	1299
398	861	1297
399	863	1294
400	865	1292
401	866	1289
402	868	1287
403	870	1284
404	872	1282
405	874	1279
406	876	1277
407	878	1274
408	880	1272
409	882	1269
410	884	1266
411	885	1264
412	887	1261
413	889	1258
414	891	1256
415	892	1253
416	894	1251
417	897	1248
418	898	1246
419	900	1243
420	902	1241
421	904	1239
422	906	1236
423	908	1234
424	910	1231
425	911	1228
426	913	1226
427	915	1223
428	917	1221
429	919	1218
430	921	1216
431	923	1213
432	925	1211
433	926	1208
434	928	1206
435	930	1203
436	932	1201
437	934	1198
438	936	1196
439	937	1193
440	939	1190
441	941	1188
442	943	1186
443	945	1183
444	947	1181
445	949	1179
446	951	1176
447	952	1174
448	955	1171
449	956	1169
450	959	1167
451	961	1165
452	963	1162
453	965	1160
454	966	1158
455	968	1155
456	970	1153
457	972	1150
458	974	1148
459	976	1146
460	978	1143
461	980	1141
462	982	1139
463	984	1137
464	986	1134
465	988	1132
466	990	1129
467	991	1127
468	993	1124
469	995	1122
470	997	1119
471	999	1117
472	1000	1115
473	1002	1112
474	1004	1110
475	1006	1107
476	1008	1105
477	1010	1103
478	1012	1101
479	1014	1098
480	1016	1096
481	1018	1094
482	1020	1092
483	1022	1090
484	1024	1087
485	1026	1085
486	1028	1083
487	1030	1081
488	1032	1078
489	1034	1076
490	1036	1074
491	1038	1072
492	1040	1070
493	1043	1068
494	1045	1066
495	1047	1064
496	1050	1062
497	1052	1060
498	1054	1058
499	1056	1056
500	1058	1054
501	1060	1052
502	1062	1050
503	1065	1048
504	1067	1046
505	1069	1043
506	1071	1041
507	1073	1039
508	1075	1037
509	1077	1034
510	1079	1032
511	1081	1030
512	1083	1028
513	1085	1026
514	1087	1024
515	1089	1021
516	1091	1019
517	1093	1017
518	1095	1015
519	1097	1013
520	1099	1010
521	1101	1008
522	1103	1006
523	1105	1004
524	1108	1002
525	1111	1001
526	1114	1000
527	1117	998
528	1119	996
529	1122	995
530	1124	993
531	1126	991
532	1129	989
533	1131	987
534	1133	985
535	1136	983
536	1138	981
537	1140	979
538	1142	977
539	1145	975
540	1147	973
541	1149	971
542	1151	969
543	1154	967
544	1156	965
545	1158	963
546	1160	961
547	1162	958
548	1164	956
549	1165	953
550	1167	951
551	1169	948
552	1171	947
553	1173	944
554	1175	942
555	1177	940
556	1179	938
557	1181	935
558	1183	933
559	1185	931
560	1187	929
561	1189	926
562	1191	924
563	1193	922
564	1195	920
565	1196	917
566	1198	915
567	1200	913
568	1202	910
569	1204	908
570	1206	906
571	1208	904
572	1210	902
573	1212	899
574	1214	897
575	1216	895
576	1217	892
577	1219	890
578	1221	888
579	1223	885
580	1225	883
581	1227	881
582	1229	879
583	1230	876
584	1232	874
585	1234	872
586	1236	869
587	1237	867
588	1239	865
589	1241	862
590	1243	860
591	1245	858
592	1247	856
593	1249	853
594	1250	851
595	1253	849
596	1254	847
597	1256	844
598	1258	842
599	1260	840
600	1262	838
601	1264	836
602	1266	833
603	1268	831
604	1270	829
605	1271	826
606	1274	824
607	1275	822
608	1277	820
609	1279	818
610	1281	815
611	1283	813
612	1285	811
613	1287	809
614	1289	807
615	1290	804
616	1292	802
617	1294	800
618	1296	798
619	1298	795
620	1300	793
621	1302	791
622	1303	789
623	1305	786
624	1307	784
625	1309	782
626	1311	780
627	1313	777
628	1314	775
629	1317	773
630	1318	771
631	1320	769
632	1322	766
633	1324	764
634	1326	762
635	1328	760
636	1330	758
637	1332	756
638	1334	754
639	1336	751
640	1338	749
641	1340	747
642	1342	745
643	1344	743
644	1346	741
645	1348	738
646	1350	736
647	1352	734
648	1354	732
649	1355	730
650	1357	727
651	1359	725
652	1361	723
653	1363	721
654	1364	718
655	1366	716
656	1368	714
657	1370	712
658	1371	709
659	1373	707
660	1375	705
661	1377	703
662	1379	701
663	1381	699
664	1383	697
665	1385	694
666	1387	692
667	1389	690
668	1391	688
669	1393	686
670	1394	683
671	1396	681
672	1398	679
673	1400	677
674	1402	675
675	1404	673
676	1406	671
677	1408	668
678	1410	666
679	1411	664
680	1413	662
681	1415	660
682	1417	657
683	1419	655
684	1421	653
685	1423	651
686	1424	649
687	1426	647
688	1428	644
689	1430	642
690	1432	640
691	1434	638
692	1435	636
693	1437	633
694	1439	631
695	1441	629
696	1443	627
697	1445	625
698	1447	623
699	1449	621
700	1451	619
701	1453	616
702	1455	614
703	1457	612
704	1458	610
705	1460	608
706	1462	606
707	1464	603
708	1466	601
709	1468	599
710	1469	597
711	1471	595
712	1473	593
713	1475	590
714	1477	588
715	1478	586
716	1480	584
717	1482	582
718	1484	579
719	1485	577
720	1487	575
721	1489	573
722	1490	571
723	1492	569
724	1494	566
725	1496	564
726	1498	562
727	1499	560
728	1501	558
729	1503	555
730	1504	553
731	1506	551
732	1508	549
733	1509	547
734	1511	545
735	1513	542
736	1514	540
737	1516	538
738	1518	536
739	1520	534
740	1521	531
741	1523	529
742	1525	527
743	1526	525
744	1528	523
745	1530	521
746	1532	518
747	1533	516
748	1535	514
749	1537	512
750	1539	510
751	1540	508
752	1542	505
753	1544	503
754	1546	501
755	1547	499
756	1549	497
757	1551	495
758	1553	493
759	1555	491
760	1556	488
761	1558	486
762	1560	484
763	1562	482
764	1563	480
765	1565	478
766	1567	476
767	1569	474
768	1570	471
769	1573	469
770	1574	467
771	1576	465
772	1578	463
773	1580	461
774	1581	459
775	1583	457
776	1585	455
777	1587	452
778	1589	450
779	1590	448
780	1592	446
781	1594	444
782	1596	442
783	1597	440
784	1599	438
785	1601	436
786	1603	433
787	1605	431
788	1607	429
789	1608	427
790	1610	425
791	1612	423
792	1614	421
793	1615	419
794	1617	417
795	1619	415
796	1621	412
797	1623	410
798	1624	408
799	1626	406
800	1628	404
801	1630	402
802	1632	400
803	1634	398
804	1636	396
805	1637	394
806	1639	392
807	1641	390
808	1643	388
809	1645	385
810	1647	383
811	1649	381
812	1650	379
813	1652	377
814	1654	375
815	1656	373
816	1658	371
817	1660	369
818	1661	367
819	1663	365
820	1665	363
821	1667	361
822	1668	358
823	1670	356
824	1672	354
825	1674	352
826	1675	350
827	1677	348
828	1679	346
829	1681	344
830	1682	342
831	1684	340
832	1686	338
833	1688	336
834	1690	334
835	1692	331
836	1694	329
837	1695	327
838	1697	325
839	1699	323
840	1701	321
841	1702	319
842	1704	317
843	1706	315
844	1708	313
845	1710	311
846	1711	309
847	1713	307
848	1715	305
849	1717	303
850	1719	301
851	1720	298
852	1722	296
853	1724	294
854	1726	292
855	1728	290
856	1730	288
857	1732	286
858	1734	284
859	1735	282
860	1737	280
861	1739	278
862	1741	276
863	1743	274
864	1744	272
865	1746	270
866	1748	268
867	1750	266
868	1752	264
869	1754	262
870	1755	260
871	1757	258
872	1759	255
873	1761	253
874	1762	251
875	1764	249
876	1766	247
877	1768	245
878	1769	243
879	1771	241
880	1773	239
881	1774	237
882	1776	235
883	1778	233
884	1780	231
885	1782	229
886	1784	227
887	1786	225
888	1787	223
889	1789	221
890	1791	219
891	1793	217
892	1794	215
893	1796	213
894	1798	211
895	1800	208
896	1802	206
897	1804	204
898	1806	202
899	1807	200
900	1809	198
901	1811	196
902	1812	194
903	1814	192
904	1816	190
905	1817	188
906	1819	186
907	1821	184
908	1822	182
909	1824	180
910	1826	178
911	1828	176
912	1830	174
913	1832	172
914	1833	170
915	1835	168
916	1837	166
917	1838	164
918	1840	162
919	1842	160
920	1843	158
921	1845	156
922	1847	154
923	1849	152
924	1851	150
925	1852	148
926	1854	146
927	1856	144
928	1857	141
929	1859	139
930	1861	137
931	1863	135
932	1864	133
933	1866	131
934	1868	129
935	1870	127
936	1872	125
937	1874	123
938	1875	121
939	1877	119
940	1879	117
941	1881	115
942	1883	113
943	1885	111
944	1887	109
945	1888	107
946	1890	105
947	1892	103
948	1894	101
949	1896	99
950	1897	97
951	1899	95
952	1900	93
953	1902	91
954	1903	89
955	1905	87
956	1907	85
957	1908	83
958	1910	81
959	1911	79
960	1913	77
961	1914	75
962	1916	73
963	1917	71
964	1919	69
965	1921	67
966	1922	65
967	1924	63
968	1925	61
969	1927	59
970	1928	57
971	1930	55
972	1932	53
973	1933	51
974	1935	49
975	1936	47
976	1938	45
977	1939	43
978	1941	41
979	1942	39
980	1944	37
981	1945	35
982	1947	33
983	1948	31
984	1950	29
985	1951	27
986	1953	25
987	1954	23
988	1956	21
989	1957	19
990	1959	17
991	1960	15
992	1962	13
993	1963	11
994	1965	9
995	1966	7
996	1968	5
997	1969	3
998	1971	1
999	1972	0
